id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,first_completed_date,vehicle_make,vehicle_model,vehicle_year
33464,Vale do Sol,mac,Organic,1/19/23,1/19/23,,,,,
33465,Vale do Sol,mac,Referral,1/15/23,,,,,,
33466,Vale do Sol,other,Organic,1/25/23,1/26/23,2/1/23,2/7/23,Nissan,Versa,2016.0
33467,Vale do Sol,android web,Paid,1/3/23,1/5/23,,,,,
33468,Vale do Sol,android web,Paid,1/28/23,,,,,,
33469,Vale do Sol,android web,Referral,1/15/23,1/15/23,1/15/23,,Toyota,Camry,2013.0
33470,Vale do Sol,ios web,Referral,1/14/23,,,,,,
33471,Porto Seguro,other,Organic,1/5/23,,,,,,
33472,Vila Rica,ios web,Paid,1/13/23,,,,,,
33473,Vila Rica,android web,Paid,1/17/23,1/19/23,,,,,
33474,Vale do Sol,other,Paid,1/1/23,1/2/23,1/5/23,,Toyota,RAV4,2015.0
33475,Vale do Sol,android web,Paid,1/15/23,1/17/23,,,,,
33476,Vila Rica,android web,Referral,1/23/23,,,,,,
33477,Vila Rica,windows,Organic,1/24/23,1/25/23,,,,,
33478,Vale do Sol,ios web,Paid,1/29/23,1/30/23,2/1/23,,Chrysler,Town and Country,2001.0
33479,Vale do Sol,other,Organic,1/13/23,,,,,,
33480,Vila Rica,android web,Referral,1/5/23,1/6/23,1/10/23,1/12/23,Chevrolet,Impala,2007.0
33481,Vale do Sol,android web,Paid,1/23/23,,,,,,
33482,Vale do Sol,mac,Paid,1/19/23,1/19/23,,,,,
33483,Porto Seguro,android web,Organic,1/21/23,1/22/23,1/27/23,,Toyota,Camry,2015.0
33484,Vale do Sol,ios web,Paid,1/20/23,1/21/23,2/1/23,2/2/23,Toyota,Corolla,2008.0
33485,Porto Seguro,other,Referral,1/12/23,1/12/23,,,,,
33486,Vale do Sol,ios web,Referral,1/13/23,1/15/23,,,,,
33487,Porto Seguro,mac,Referral,1/24/23,1/25/23,,,,,
33488,Vale do Sol,other,Organic,1/4/23,,,,,,
33489,Porto Seguro,android web,Paid,1/25/23,,,,,,
33490,Vale do Sol,android web,Referral,1/10/23,,,,,,
33491,Porto Seguro,android web,Paid,1/23/23,1/27/23,,,,,
33492,Vila Rica,ios web,Referral,1/7/23,,,,,,
33493,Vila Rica,android web,Organic,1/22/23,,,,,,
33494,Porto Seguro,ios web,Paid,1/27/23,,,,,,
33495,Vila Rica,ios web,Organic,1/4/23,,,,,,
33496,Porto Seguro,windows,Organic,1/11/23,1/12/23,1/12/23,1/12/23,Toyota,Prius C,2015.0
33497,Vila Rica,android web,Referral,1/28/23,1/28/23,1/28/23,1/29/23,Ford,Edge,2007.0
33498,Vila Rica,ios web,Referral,1/19/23,1/19/23,,,,,
33499,Vale do Sol,ios web,Paid,1/22/23,,,,,,
33500,Vila Rica,android web,Organic,1/2/23,1/6/23,1/15/23,,Toyota,Camry,2013.0
33501,Vila Rica,android web,Paid,1/31/23,,,,,,
33502,Vale do Sol,android web,Paid,1/22/23,,,,,,
33503,Vale do Sol,other,Paid,1/29/23,,,,,,
33504,Vale do Sol,ios web,Organic,1/20/23,1/24/23,,,,,
33505,Vale do Sol,ios web,Organic,1/12/23,,,,,,
33506,Porto Seguro,ios web,Organic,1/1/23,,,,,,
33507,Vale do Sol,android web,Referral,1/3/23,1/3/23,1/13/23,,Honda,Civic,2015.0
33508,Vale do Sol,android web,Paid,1/24/23,1/24/23,,,,,
33509,Porto Seguro,ios web,Paid,1/21/23,,,,,,
33510,Vale do Sol,ios web,Organic,1/28/23,1/30/23,2/5/23,,Honda,CR-V,2014.0
33511,Vila Rica,windows,Organic,1/2/23,1/5/23,,,,,
33512,Vila Rica,mac,Paid,1/21/23,1/22/23,,,,,
33513,Vale do Sol,android web,Organic,1/31/23,2/2/23,2/2/23,,Volkswagen,GTI,2014.0
33514,Vila Rica,android web,Organic,1/21/23,,,,,,
33515,Vila Rica,mac,Paid,1/13/23,1/14/23,1/15/23,,Subaru,Impreza,2015.0
33516,Vale do Sol,windows,Paid,1/27/23,,,,,,
33517,Vale do Sol,windows,Paid,1/6/23,1/6/23,1/10/23,,Nissan,Cube,2009.0
33518,Vila Rica,android web,Paid,1/21/23,,,,,,
33519,Vale do Sol,windows,Paid,1/30/23,1/30/23,1/31/23,1/31/23,Buick,Rendezvous,2003.0
33520,Vale do Sol,ios web,Paid,1/17/23,1/18/23,1/19/23,1/19/23,Honda,Civic,2005.0
33521,Vale do Sol,windows,Paid,1/30/23,2/3/23,2/7/23,,Chevrolet,Equinox,2010.0
33522,Vale do Sol,windows,Paid,1/14/23,,,,,,
33523,Vale do Sol,android web,Organic,1/17/23,1/20/23,1/22/23,,BMW,3-series,2016.0
33524,Vila Rica,ios web,Referral,1/27/23,1/29/23,1/31/23,2/2/23,Mercedes-Benz,C-Class,2012.0
33525,Vale do Sol,ios web,Paid,1/13/23,1/14/23,1/22/23,1/30/23,Honda,Accord,2014.0
33526,Vale do Sol,windows,Paid,1/22/23,1/26/23,,,,,
33527,Porto Seguro,other,Organic,1/1/23,,,,,,
33528,Vale do Sol,windows,Organic,1/5/23,1/8/23,1/9/23,1/12/23,Toyota,Corolla,2015.0
33529,Vale do Sol,ios web,Paid,1/30/23,2/1/23,,,,,
33530,Vale do Sol,windows,Referral,1/19/23,1/20/23,,,,,
33531,Porto Seguro,ios web,Paid,1/28/23,1/28/23,,,,,
33532,Vila Rica,mac,Referral,1/5/23,1/9/23,,,,,
33533,Vila Rica,ios web,Paid,1/28/23,2/1/23,,,,,
33534,Vila Rica,windows,Paid,1/18/23,1/18/23,,,,,
33535,Vale do Sol,windows,Paid,1/10/23,1/11/23,,,,,
33536,Vale do Sol,android web,Referral,1/14/23,1/15/23,1/16/23,1/19/23,Chrysler,300 H,2013.0
33537,Vale do Sol,android web,Organic,1/21/23,1/21/23,1/24/23,1/26/23,Toyota,Prius+,2010.0
33538,Vila Rica,windows,Organic,1/17/23,1/17/23,1/23/23,,Subaru,Outback,2014.0
33539,Vila Rica,ios web,Organic,1/23/23,,,,,,
33540,Vale do Sol,android web,Paid,1/2/23,1/2/23,1/7/23,1/15/23,Honda,Accord,2016.0
33541,Porto Seguro,ios web,Organic,1/29/23,,,,,,
33542,Vila Rica,windows,Paid,1/15/23,,,,,,
33543,Vale do Sol,other,Organic,1/16/23,,,,,,
33544,Porto Seguro,android web,Referral,1/7/23,1/7/23,,,,,
33545,Porto Seguro,android web,Paid,1/20/23,,,,,,
33546,Vale do Sol,android web,Paid,1/18/23,1/21/23,,,,,
33547,Vila Rica,windows,Referral,1/4/23,1/6/23,,,,,
33548,Vale do Sol,ios web,Referral,1/25/23,,,,,,
33549,Vila Rica,android web,Paid,1/29/23,1/30/23,,,,,
33550,Porto Seguro,ios web,Paid,1/24/23,,,,,,
33551,Vila Rica,windows,Paid,1/22/23,,,,,,
33552,Porto Seguro,android web,Referral,1/14/23,1/14/23,,,,,
33553,Porto Seguro,android web,Paid,1/9/23,,,,,,
33554,Vila Rica,android web,Organic,1/5/23,1/5/23,,,,,
33555,Vale do Sol,android web,Referral,1/19/23,1/20/23,,,,,
33556,Vale do Sol,windows,Paid,1/7/23,1/8/23,,,,,
33557,Vale do Sol,android web,Paid,1/27/23,,,,,,
33558,Vale do Sol,android web,Paid,1/27/23,1/27/23,,,,,
33559,Porto Seguro,android web,Referral,1/24/23,,,,,,
33560,Vila Rica,other,Referral,1/27/23,,,,,,
33561,Vila Rica,windows,Referral,1/5/23,1/5/23,1/9/23,1/11/23,Toyota,Corolla,2015.0
33562,Vila Rica,android web,Paid,1/26/23,1/28/23,,,,,
33563,Vale do Sol,ios web,Referral,1/31/23,2/1/23,,,,,
33564,Porto Seguro,android web,Referral,1/10/23,1/12/23,,,,,
33565,Porto Seguro,mac,Organic,1/6/23,1/6/23,,,,,
33566,Vila Rica,android web,Paid,1/30/23,1/31/23,,,,,
33567,Porto Seguro,android web,Referral,1/6/23,1/6/23,1/6/23,1/7/23,Hyundai,Elantra,2014.0
33568,Porto Seguro,ios web,Paid,1/15/23,1/21/23,,,,,
33569,Vale do Sol,android web,Paid,1/27/23,,,,,,
33570,Vila Rica,android web,Organic,1/26/23,1/27/23,,,,,
33571,Porto Seguro,ios web,Organic,1/18/23,1/22/23,,,,,
33572,Porto Seguro,ios web,Organic,1/6/23,,,,,,
33573,Vale do Sol,android web,Paid,1/11/23,1/11/23,1/22/23,,Volkswagen,Jetta,2014.0
33574,Vale do Sol,mac,Paid,1/17/23,1/26/23,1/26/23,1/27/23,Mercedes-Benz,GLK-Class,2015.0
33575,Vila Rica,ios web,Paid,1/12/23,,,,,,
33576,Vila Rica,windows,Referral,1/25/23,,,,,,
33577,Porto Seguro,windows,Referral,1/27/23,1/30/23,2/1/23,,Toyota,Prius,2012.0
33578,Vale do Sol,ios web,Referral,1/15/23,,,,,,
33579,Porto Seguro,android web,Paid,1/15/23,,,,,,
33580,Vale do Sol,mac,Referral,1/11/23,,,,,,
33581,Vila Rica,ios web,Referral,1/9/23,,,,,,
33582,Vila Rica,ios web,Paid,1/7/23,,,,,,
33583,Vale do Sol,ios web,Referral,1/28/23,1/29/23,,,,,
33584,Porto Seguro,ios web,Paid,1/15/23,1/17/23,,,,,
33585,Vila Rica,ios web,Referral,1/29/23,1/30/23,,,,,
33586,Vila Rica,ios web,Referral,1/25/23,,,,,,
33587,Porto Seguro,android web,Paid,1/23/23,1/30/23,1/30/23,,Nissan,Rogue,2010.0
33588,Porto Seguro,android web,Paid,1/1/23,,,,,,
33589,Vale do Sol,mac,Paid,1/30/23,1/30/23,,,,,
33590,Porto Seguro,windows,Referral,1/14/23,1/14/23,1/18/23,,Toyota,Prius V,2013.0
33591,Vale do Sol,windows,Paid,1/29/23,1/30/23,,,,,
33592,Vila Rica,mac,Paid,1/19/23,,,,,,
33593,Porto Seguro,android web,Paid,1/3/23,,,,,,
33594,Vila Rica,android web,Paid,1/25/23,1/26/23,,,,,
33595,Vale do Sol,android web,Paid,1/25/23,,,,,,
33596,Porto Seguro,android web,Paid,1/4/23,1/4/23,1/7/23,,Mazda,MAZDA6,2013.0
33597,Vila Rica,android web,Referral,1/28/23,1/28/23,2/1/23,,Volkswagen,Jetta SportWagen,2012.0
33598,Vale do Sol,android web,Organic,1/8/23,,,,,,
33599,Vila Rica,ios web,Organic,1/31/23,2/4/23,,,,,
33600,Vila Rica,other,Paid,1/23/23,1/23/23,,,,,
33601,Vila Rica,other,Organic,1/21/23,1/23/23,1/26/23,,Lexus,IS,2008.0
33602,Vila Rica,ios web,Paid,1/30/23,2/1/23,2/10/23,,Kia,Forte,2016.0
33603,Vale do Sol,android web,Paid,1/13/23,1/14/23,1/14/23,,Audi,A6,2003.0
33604,Vila Rica,android web,Paid,1/13/23,1/15/23,1/20/23,,Toyota,Prius V,2016.0
33605,Vale do Sol,other,Paid,1/2/23,1/4/23,1/6/23,,Hyundai,Sonata,2011.0
33606,Vale do Sol,ios web,Referral,1/16/23,1/16/23,1/20/23,,Mitsubishi,Lancer,2014.0
33607,Vila Rica,mac,Paid,1/24/23,,,,,,
33608,Vila Rica,ios web,Paid,1/23/23,1/23/23,1/25/23,1/25/23,Chevrolet,Malibu,2003.0
33609,Vale do Sol,other,Referral,1/18/23,,,,,,
33610,Vale do Sol,ios web,Referral,1/6/23,,,,,,
33611,Vale do Sol,other,Referral,1/7/23,,,,,,
33612,Vale do Sol,ios web,Paid,1/8/23,1/15/23,1/15/23,,Honda,Civic,2013.0
33613,Vale do Sol,mac,Referral,1/2/23,1/2/23,,,,,
33614,Vila Rica,windows,Paid,1/27/23,1/31/23,,,,,
33615,Vale do Sol,android web,Paid,1/26/23,,,,,,
33616,Vila Rica,ios web,Referral,1/28/23,1/28/23,2/1/23,2/11/23,Toyota,Prius,2004.0
33617,Vale do Sol,windows,Organic,1/31/23,2/4/23,,,,,
33618,Vila Rica,ios web,Paid,1/5/23,1/5/23,1/12/23,1/18/23,Toyota,Prius,2011.0
33619,Porto Seguro,mac,Paid,1/19/23,1/19/23,,,,,
33620,Vila Rica,android web,Referral,1/8/23,1/11/23,,,,,
33621,Vale do Sol,android web,Referral,1/6/23,1/6/23,,,,,
33622,Porto Seguro,windows,Paid,1/22/23,,,,,,
33623,Vila Rica,mac,Organic,1/7/23,1/10/23,1/10/23,,Toyota,Prius V,2010.0
33624,Vale do Sol,android web,Paid,1/14/23,1/14/23,,,,,
33625,Porto Seguro,android web,Referral,1/16/23,1/16/23,,,,,
33626,Vale do Sol,ios web,Referral,1/27/23,1/28/23,2/6/23,2/7/23,Nissan,Versa,2008.0
33627,Vale do Sol,android web,Paid,1/8/23,1/10/23,,,,,
33628,Vila Rica,ios web,Referral,1/16/23,1/17/23,,,,,
33629,Porto Seguro,ios web,Paid,1/6/23,1/9/23,1/10/23,1/16/23,Toyota,Corolla,2016.0
33630,Vila Rica,windows,Organic,1/17/23,,,,,,
33631,Vila Rica,ios web,Paid,1/5/23,1/5/23,1/5/23,,Hyundai,Elantra,2014.0
33632,Vale do Sol,mac,Paid,1/26/23,1/26/23,,,,,
33633,Vila Rica,mac,Paid,1/2/23,1/3/23,,,,,
33634,Vale do Sol,ios web,Referral,1/29/23,,,,,,
33635,Porto Seguro,mac,Paid,1/8/23,,,,,,
33636,Porto Seguro,android web,Organic,1/18/23,1/19/23,1/20/23,1/22/23,Toyota,Corolla,2014.0
33637,Porto Seguro,ios web,Organic,1/28/23,1/29/23,,,,,
33638,Vila Rica,android web,Paid,1/4/23,,,,,,
33639,Vale do Sol,android web,Paid,1/23/23,,,,,,
33640,Vila Rica,ios web,Referral,1/28/23,1/28/23,1/29/23,,Kia,Soul,2014.0
33641,Vale do Sol,ios web,Referral,1/27/23,,,,,,
33642,Vale do Sol,ios web,Paid,1/30/23,,,,,,
33643,Vale do Sol,windows,Paid,1/1/23,1/2/23,,,,,
33644,Vila Rica,android web,Organic,1/30/23,1/30/23,,,,,
33645,Porto Seguro,ios web,Referral,1/21/23,1/27/23,1/27/23,2/12/23,Acura,TLX,2003.0
33646,Porto Seguro,ios web,Paid,1/6/23,1/9/23,1/11/23,,Nissan,Sentra,2015.0
33647,Vale do Sol,mac,Paid,1/18/23,,,,,,
33648,Vale do Sol,ios web,Paid,1/10/23,1/10/23,,,,,
33649,Vale do Sol,mac,Paid,1/27/23,1/28/23,1/29/23,,Toyota,Camry,2014.0
33650,Vale do Sol,android web,Paid,1/17/23,1/20/23,1/21/23,,Toyota,Corolla,2011.0
33651,Vila Rica,android web,Referral,1/27/23,1/27/23,1/27/23,1/27/23,BMW,3-series,2002.0
33652,Vale do Sol,ios web,Referral,1/11/23,1/11/23,1/13/23,1/20/23,Volkswagen,Jetta SportWagen,2015.0
33653,Vila Rica,android web,Organic,1/2/23,1/2/23,,,,,
33654,Vale do Sol,mac,Paid,1/18/23,,,,,,
33655,Vale do Sol,android web,Paid,1/1/23,,,,,,
33656,Porto Seguro,other,Referral,1/11/23,1/11/23,,,,,
33657,Vale do Sol,other,Paid,1/10/23,,,,,,
33658,Vale do Sol,windows,Paid,1/8/23,1/11/23,,,,,
33659,Vila Rica,android web,Paid,1/4/23,1/7/23,,,,,
33660,Vila Rica,other,Organic,1/17/23,,,,,,
33661,Porto Seguro,ios web,Paid,1/27/23,,,,,,
33662,Vale do Sol,ios web,Referral,1/19/23,1/20/23,1/23/23,1/23/23,Chrysler,Town and Country,2014.0
33663,Vale do Sol,other,Organic,1/21/23,1/25/23,,,,,
33664,Vale do Sol,other,Referral,1/5/23,,,,,,
33665,Vila Rica,android web,Paid,1/25/23,1/26/23,2/3/23,,Toyota,Prius V,2013.0
33666,Vale do Sol,other,Referral,1/2/23,1/5/23,1/7/23,1/7/23,Mazda,CX-5,2014.0
33667,Porto Seguro,other,Paid,1/27/23,1/27/23,2/6/23,,Mazda,MAZDA3,2015.0
33668,Vale do Sol,other,Referral,1/4/23,1/5/23,1/5/23,1/9/23,Mercedes-Benz,E-Class,2007.0
33669,Vila Rica,other,Organic,1/28/23,,,,,,
33670,Porto Seguro,ios web,Paid,1/21/23,1/21/23,,,,,
33671,Porto Seguro,ios web,Organic,1/3/23,,,,,,
33672,Vila Rica,android web,Referral,1/13/23,1/13/23,,,,,
33673,Vila Rica,ios web,Paid,1/10/23,1/14/23,,,,,
33674,Vila Rica,windows,Paid,1/4/23,,,,,,
33675,Vila Rica,other,Paid,1/12/23,1/18/23,,,,,
33676,Vale do Sol,mac,Paid,1/17/23,,,,,,
33677,Vila Rica,ios web,Paid,1/2/23,,,,,,
33678,Vale do Sol,windows,Paid,1/8/23,1/8/23,1/9/23,,Ford,Edge,2013.0
33679,Porto Seguro,android web,Referral,1/10/23,1/12/23,1/19/23,1/24/23,Nissan,Versa,2009.0
33680,Vale do Sol,ios web,Referral,1/25/23,1/30/23,,,,,
33681,Vila Rica,ios web,Referral,1/17/23,,,,,,
33682,Vale do Sol,android web,Referral,1/20/23,,,,,,
33683,Vale do Sol,ios web,Paid,1/19/23,,,,,,
33684,Vale do Sol,windows,Organic,1/2/23,1/3/23,,,,,
33685,Vila Rica,ios web,Organic,1/14/23,1/19/23,,,,,
33686,Vale do Sol,android web,Referral,1/13/23,1/16/23,,,,,
33687,Vila Rica,mac,Referral,1/8/23,1/10/23,1/11/23,,Honda,CR-V,2016.0
33688,Vale do Sol,android web,Referral,1/23/23,,,,,,
33689,Vale do Sol,mac,Referral,1/23/23,1/24/23,,,,,
33690,Vila Rica,android web,Paid,1/8/23,1/8/23,1/19/23,,Toyota,Prius,2011.0
33691,Vila Rica,mac,Paid,1/2/23,1/7/23,1/7/23,,Toyota,Camry,2016.0
33692,Vale do Sol,android web,Organic,1/5/23,,,,,,
33693,Vila Rica,android web,Paid,1/29/23,2/6/23,,,,,
33694,Porto Seguro,ios web,Organic,1/12/23,1/15/23,1/30/23,,Ford,Transit Connect,2015.0
33695,Porto Seguro,other,Paid,1/21/23,,,,,,
33696,Porto Seguro,mac,Paid,1/16/23,1/16/23,1/18/23,,Lexus,RX,2010.0
33697,Vila Rica,ios web,Paid,1/25/23,1/27/23,,,,,
33698,Vale do Sol,other,Paid,1/24/23,,,,,,
33699,Porto Seguro,android web,Paid,1/28/23,,,,,,
33700,Vale do Sol,mac,Paid,1/30/23,,,,,,
33701,Porto Seguro,android web,Paid,1/21/23,1/21/23,1/23/23,1/24/23,Ford,Escape,2014.0
33702,Vila Rica,windows,Referral,1/3/23,,,,,,
33703,Vale do Sol,android web,Organic,1/31/23,2/2/23,2/4/23,,Cadillac,Escalade,2008.0
33704,Vale do Sol,android web,Referral,1/20/23,2/1/23,2/4/23,2/8/23,Infiniti,Q50,2014.0
33705,Vale do Sol,ios web,Paid,1/25/23,1/26/23,1/30/23,,Toyota,Camry,2007.0
33706,Vila Rica,android web,Paid,1/7/23,1/8/23,1/16/23,1/19/23,Volkswagen,Jetta,2009.0
33707,Vila Rica,windows,Referral,1/24/23,1/25/23,,,,,
33708,Vila Rica,ios web,Paid,1/14/23,1/16/23,1/16/23,,Mercedes-Benz,C-Class,2013.0
33709,Porto Seguro,windows,Organic,1/19/23,1/24/23,,,,,
33710,Vale do Sol,ios web,Paid,1/22/23,1/22/23,,,,,
33711,Vila Rica,ios web,Referral,1/31/23,2/1/23,,,,,
33712,Vale do Sol,windows,Referral,1/14/23,1/14/23,1/15/23,1/19/23,Toyota,Prius V,2015.0
33713,Vale do Sol,mac,Paid,1/3/23,1/3/23,,,,,
33714,Vale do Sol,ios web,Organic,1/21/23,1/24/23,,,,,
33715,Vila Rica,windows,Referral,1/21/23,1/22/23,1/31/23,2/1/23,Toyota,Camry,2016.0
33716,Vila Rica,android web,Paid,1/14/23,,,,,,
33717,Vila Rica,mac,Paid,1/19/23,,,,,,
33718,Vila Rica,windows,Paid,1/4/23,1/4/23,1/5/23,,Volkswagen,Passat,2014.0
33719,Vale do Sol,windows,Referral,1/10/23,1/10/23,1/10/23,1/12/23,Acura,TSX,2005.0
33720,Vale do Sol,android web,Referral,1/8/23,,,,,,
33721,Vale do Sol,ios web,Referral,1/14/23,,,,,,
33722,Vale do Sol,ios web,Paid,1/25/23,1/28/23,,,,,
33723,Vale do Sol,ios web,Paid,1/20/23,1/22/23,1/26/23,,Hyundai,Elantra,2015.0
33724,Vila Rica,ios web,Organic,1/23/23,1/25/23,1/26/23,1/27/23,Chevrolet,Malibu,2015.0
33725,Porto Seguro,other,Organic,1/24/23,1/25/23,1/26/23,,Volkswagen,Passat,2007.0
33726,Vale do Sol,other,Paid,1/18/23,,,,,,
33727,Vale do Sol,mac,Organic,1/5/23,1/5/23,,,,,
33728,Vila Rica,other,Referral,1/15/23,1/15/23,1/18/23,1/21/23,Nissan,Altima,2010.0
33729,Vila Rica,windows,Paid,1/30/23,1/30/23,,,,,
33730,Vale do Sol,ios web,Referral,1/1/23,1/1/23,,,,,
33731,Porto Seguro,ios web,Paid,1/5/23,,,,,,
33732,Vale do Sol,ios web,Referral,1/8/23,,,,,,
33733,Vale do Sol,ios web,Organic,1/7/23,1/8/23,,,,,
33734,Vila Rica,ios web,Organic,1/14/23,1/14/23,,,,,
33735,Vale do Sol,android web,Referral,1/17/23,1/17/23,,,,,
33736,Porto Seguro,ios web,Referral,1/25/23,1/27/23,1/27/23,,Honda,Civic,2012.0
33737,Porto Seguro,mac,Organic,1/6/23,,,,,,
33738,Vila Rica,android web,Referral,1/27/23,1/29/23,2/5/23,2/6/23,Nissan,Sentra,2015.0
33739,Vale do Sol,android web,Paid,1/4/23,1/5/23,,,,,
33740,Vila Rica,windows,Organic,1/15/23,1/15/23,1/16/23,,Chevrolet,HHR,2006.0
33741,Vale do Sol,windows,Organic,1/22/23,,,,,,
33742,Vale do Sol,ios web,Paid,1/6/23,1/8/23,,,,,
33743,Vale do Sol,mac,Paid,1/31/23,2/1/23,2/2/23,,Tesla,Model S,2015.0
33744,Vale do Sol,mac,Paid,1/17/23,1/19/23,1/28/23,,Toyota,Prius+,2015.0
33745,Porto Seguro,android web,Paid,1/2/23,1/4/23,1/5/23,1/5/23,Chrysler,Sebring,2005.0
33746,Vila Rica,mac,Organic,1/5/23,,,,,,
33747,Vale do Sol,other,Organic,1/31/23,2/1/23,2/1/23,,Chrysler,200,2015.0
33748,Vila Rica,mac,Referral,1/27/23,1/28/23,,,,,
33749,Vale do Sol,ios web,Paid,1/25/23,1/26/23,1/26/23,,Toyota,Prius V,2014.0
33750,Vila Rica,android web,Referral,1/11/23,,,,,,
33751,Vale do Sol,mac,Paid,1/16/23,,,,,,
33752,Vila Rica,ios web,Organic,1/9/23,,,,,,
33753,Vila Rica,ios web,Referral,1/21/23,1/21/23,,,,,
33754,Vila Rica,windows,Paid,1/3/23,,,,,,
33755,Vila Rica,ios web,Paid,1/17/23,1/18/23,1/21/23,,Lexus,ES,2007.0
33756,Vale do Sol,mac,Paid,1/15/23,1/18/23,1/24/23,,Nissan,Sentra,2015.0
33757,Vale do Sol,ios web,Paid,1/21/23,,,,,,
33758,Vila Rica,android web,Organic,1/1/23,,,,,,
33759,Vale do Sol,windows,Referral,1/1/23,1/2/23,1/4/23,1/5/23,Toyota,Sienna,2001.0
33760,Vale do Sol,ios web,Paid,1/11/23,1/11/23,,,,,
33761,Vale do Sol,ios web,Referral,1/23/23,,,,,,
33762,Vila Rica,other,Organic,1/29/23,,,,,,
33763,Vale do Sol,mac,Referral,1/31/23,1/31/23,,,,,
33764,Vale do Sol,ios web,Paid,1/15/23,1/16/23,,,,,
33765,Porto Seguro,windows,Organic,1/5/23,1/7/23,,,,,
33766,Vila Rica,mac,Organic,1/6/23,1/10/23,,,,,
33767,Porto Seguro,mac,Referral,1/24/23,1/27/23,2/2/23,2/2/23,Toyota,Corolla,2016.0
33768,Vale do Sol,android web,Paid,1/24/23,1/25/23,1/25/23,,Volkswagen,Passat,2014.0
33769,Vale do Sol,ios web,Referral,1/6/23,1/6/23,,,,,
33770,Vale do Sol,ios web,Paid,1/28/23,1/28/23,2/1/23,,Toyota,Prius V,2015.0
33771,Vila Rica,ios web,Referral,1/29/23,1/30/23,,,,,
33772,Vila Rica,windows,Paid,1/16/23,,,,,,
33773,Vila Rica,mac,Referral,1/28/23,,,,,,
33774,Vila Rica,android web,Paid,1/13/23,,,,,,
33775,Vale do Sol,android web,Referral,1/27/23,,,,,,
33776,Vila Rica,windows,Organic,1/30/23,,,,,,
33777,Vale do Sol,ios web,Referral,1/31/23,,,,,,
33778,Vila Rica,windows,Paid,1/18/23,,,,,,
33779,Vila Rica,mac,Paid,1/18/23,1/24/23,1/25/23,,Toyota,Prius V,2016.0
33780,Vale do Sol,android web,Paid,1/17/23,,,,,,
33781,Vale do Sol,android web,Referral,1/17/23,,,,,,
33782,Vila Rica,windows,Referral,1/7/23,1/7/23,,,,,
33783,Vale do Sol,mac,Organic,1/28/23,1/29/23,,,,,
33784,Vale do Sol,android web,Organic,1/23/23,1/24/23,1/27/23,2/2/23,Dodge,Avenger,2013.0
33785,Porto Seguro,windows,Referral,1/10/23,,,,,,
33786,Vale do Sol,windows,Paid,1/25/23,1/28/23,,,,,
33787,Vale do Sol,other,Referral,1/4/23,1/6/23,,,,,
33788,Vale do Sol,ios web,Paid,1/6/23,1/6/23,,,,,
33789,Porto Seguro,ios web,Referral,1/10/23,1/10/23,,,,,
33790,Vila Rica,windows,Paid,1/21/23,1/21/23,1/22/23,,Audi,A4,2008.0
33791,Vale do Sol,android web,Paid,1/10/23,1/19/23,1/28/23,,Honda,Accord,2014.0
33792,Vila Rica,mac,Paid,1/20/23,,,,,,
33793,Vila Rica,ios web,Organic,1/18/23,,,,,,
33794,Porto Seguro,mac,Organic,1/8/23,,,,,,
33795,Vale do Sol,mac,Paid,1/12/23,,,,,,
33796,Vale do Sol,android web,Referral,1/19/23,,,,,,
33797,Porto Seguro,mac,Paid,1/18/23,1/20/23,,,,,
33798,Vale do Sol,android web,Referral,1/19/23,,,,,,
33799,Porto Seguro,ios web,Referral,1/14/23,,,,,,
33800,Vale do Sol,ios web,Paid,1/16/23,,,,,,
33801,Vale do Sol,ios web,Paid,1/26/23,1/28/23,1/31/23,,Ford,Fusion,2015.0
33802,Vila Rica,android web,Paid,1/29/23,1/30/23,2/4/23,,Dodge,Journey,2012.0
33803,Porto Seguro,android web,Referral,1/9/23,1/14/23,1/20/23,1/29/23,Dodge,Grand Caravan,2006.0
33804,Vila Rica,ios web,Referral,1/27/23,,,,,,
33805,Vale do Sol,ios web,Paid,1/14/23,1/15/23,1/15/23,,Chrysler,300,2006.0
33806,Vila Rica,mac,Organic,1/18/23,1/21/23,,,,,
33807,Vale do Sol,ios web,Paid,1/4/23,1/4/23,1/12/23,1/14/23,Chrysler,Aspen,2007.0
33808,Vila Rica,ios web,Referral,1/4/23,1/5/23,,,,,
33809,Vale do Sol,android web,Referral,1/9/23,,,,,,
33810,Porto Seguro,android web,Referral,1/14/23,1/14/23,1/20/23,,Chevrolet,Silverado 1500,2014.0
33811,Vale do Sol,android web,Referral,1/25/23,,,,,,
33812,Vale do Sol,ios web,Referral,1/14/23,,,,,,
33813,Vale do Sol,android web,Organic,1/25/23,1/31/23,,,,,
33814,Vale do Sol,android web,Paid,1/9/23,,,,,,
33815,Porto Seguro,ios web,Paid,1/31/23,,,,,,
33816,Vila Rica,ios web,Organic,1/13/23,,,,,,
33817,Porto Seguro,windows,Paid,1/6/23,1/7/23,,,,,
33818,Vale do Sol,android web,Paid,1/22/23,,,,,,
33819,Vale do Sol,windows,Paid,1/1/23,1/1/23,1/3/23,,Hyundai,Sonata,2013.0
33820,Porto Seguro,other,Organic,1/31/23,,,,,,
33821,Vila Rica,ios web,Paid,1/1/23,1/1/23,,,,,
33822,Vila Rica,windows,Organic,1/17/23,1/17/23,,,,,
